recipe_id,recipe_name,ingredients,calorie,protein,fat,carbohydrate,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b6,vitamin_b12,niacin,folic_acid,vitamin_c,biotin,total_choline,sodium,potassium,magnesium,iron,zinc,calcium,phosphorus,selenium,iodine,copper,manganese
8497,羊肉炖白萝卜,"白萝卜：80g羊肉：30g黄酒：2g精盐：0.5g大葱：3g姜：2g, 白萝卜：80g, 羊肉：30g, 黄酒：2g, 精盐：0.5g, 大葱：3g, 姜：2g",57 kcal,6.20 g,2.05 g,3.92 g,2.55 μg RAE,0.00 μg,0.14 mg α-TE,0.00 μg,0.04 mg,0.06 mg,0.05 mg,0.00 μg,1.47 mg,23.19 μg,15.33 mg,1.26 μg,,267.38 mg,230.69 mg,17.77 mg,1.39 mg,1.19 mg,45.40 mg,62.49 mg,1.92 μg,2.08 μg,0.05 mg,0.15 mg
8498,羊肉炖冬瓜,"冬瓜：100g羊肉：60g香菜：3g五香粉：1g味精：1g精盐：0.5g大葱：3g姜：2g, 冬瓜：100g, 羊肉：60g, 香菜：3g, 五香粉：1g, 味精：1g, 精盐：0.5g, 大葱：3g, 姜：2g",102 kcal,11.92 g,4.21 g,4.79 g,7.86 μg RAE,,0.45 mg α-TE,,0.04 mg,0.10 mg,0.02 mg,0.00 μg,2.99 mg,16.56 μg,17.57 mg,1.42 μg,,336.94 mg,263.15 mg,26.71 mg,2.93 mg,2.26 mg,29.62 mg,110.74 mg,3.70 μg,3.67 μg,0.11 mg,0.16 mg
8499,香菇鸡肉粥,"香菇：10g鸡胸脯肉：25g稻米：25g饮用水：50g精盐：0.5g玉米粒：5g胡萝卜：5g, 香菇：10g, 鸡胸脯肉：25g, 稻米：25g, 饮用水：50g, 精盐：0.5g, 玉米粒：5g, 胡萝卜：5g",152 kcal,10.38 g,0.90 g,27.20 g,18.15 μg RAE,0.00 μg,0.32 mg α-TE,0.00 μg,0.09 mg,0.17 mg,0.13 mg,0.00 μg,5.66 mg,20.63 μg,1.95 mg,0.79 μg,11.24 mg,215.01 mg,180.12 mg,32.26 mg,1.70 mg,1.40 mg,14.76 mg,103.50 mg,4.41 μg,1.21 μg,0.16 mg,0.85 mg
8500,鲜肉小笼包子,"小麦面粉：50g猪肉：30g精盐：2g酱油：5g五香粉：1g胡椒粉：0.5g味精：0.5g黄酒：3g芝麻油：2g瓦罐鸡汤：10g, 小麦面粉：50g, 猪肉：30g, 精盐：2g, 酱油：5g, 五香粉：1g, 胡椒粉：0.5g, 味精：0.5g, 黄酒：3g, 芝麻油：2g, 瓦罐鸡汤：10g",313 kcal,13.10 g,12.61 g,37.20 g,4.55 μg RAE,0.00 μg,1.85 mg α-TE,0.00 μg,0.32 mg,0.09 mg,0.04 mg,0.00 μg,2.33 mg,14.92 μg,0.00 mg,5.12 μg,20.90 mg,1159.07 mg,194.38 mg,40.21 mg,1.63 mg,0.75 mg,24.97 mg,134.25 mg,6.29 μg,0.91 μg,0.08 mg,0.16 mg
8501,鸡丝腐竹黄瓜,"鸡胸脯肉：25g腐竹：20g黄瓜：50g豆油：3g姜：2g大葱：3g蒜蓉辣酱：2g精盐：0.5g, 鸡胸脯肉：25g, 腐竹：20g, 黄瓜：50g, 豆油：3g, 姜：2g, 大葱：3g, 蒜蓉辣酱：2g, 精盐：0.5g",160 kcal,15.63 g,7.95 g,6.69 g,8.14 μg RAE,,9.04 mg α-TE,,0.06 mg,0.05 mg,0.13 mg,0.00 μg,3.30 mg,34.73 μg,4.63 mg,8.28 μg,13.27 mg,280.70 mg,257.67 mg,30.28 mg,4.13 mg,0.97 mg,31.64 mg,113.56 mg,4.61 μg,1.39 μg,0.30 mg,0.65 mg
8502,小鸡炖蘑菇,"蘑菇：50g鸡胸脯肉：50g豆油：3g精盐：0.5g白砂糖：1g黄酒：2g酱油：1g姜：2g大葱：3g, 蘑菇：50g, 鸡胸脯肉：50g, 豆油：3g, 精盐：0.5g, 白砂糖：1g, 黄酒：2g, 酱油：1g, 姜：2g, 大葱：3g",105 kcal,13.80 g,4.02 g,3.69 g,2.15 μg RAE,0.00 μg,3.28 mg α-TE,0.00 μg,0.08 mg,0.21 mg,0.25 mg,0.00 μg,8.04 mg,0.83 μg,1.13 mg,0.77 μg,6.90 mg,281.24 mg,333.10 mg,22.45 mg,1.32 mg,0.65 mg,7.75 mg,135.72 mg,6.20 μg,2.36 μg,0.26 mg,0.18 mg
8503,香煎鸡蛋饼,"鸡蛋：60g小麦面粉：50g精盐：1g大葱：10g饮用水：10g, 鸡蛋：60g, 小麦面粉：50g, 精盐：1g, 大葱：10g, 饮用水：10g",267 kcal,15.87 g,6.44 g,37.47 g,153.50 μg RAE,0.00 μg,0.84 mg α-TE,0.00 μg,0.29 mg,0.15 mg,0.06 mg,0.00 μg,1.13 mg,80.99 μg,0.30 mg,9.52 μg,170.90 mg,474.86 mg,198.74 mg,32.72 mg,1.33 mg,0.66 mg,56.12 mg,164.00 mg,12.12 μg,14.25 μg,0.14 mg,0.10 mg
8504,香葱鸡蛋饼,"鸡蛋：60g小麦面粉：50g葱：10g精盐：1g饮用水：80g, 鸡蛋：60g, 小麦面粉：50g, 葱：10g, 精盐：1g, 饮用水：80g",267 kcal,15.87 g,6.45 g,37.38 g,160.00 μg RAE,0.00 μg,0.89 mg α-TE,0.00 μg,0.29 mg,0.16 mg,0.04 mg,0.00 μg,1.12 mg,82.18 μg,2.10 mg,9.44 μg,170.90 mg,477.88 mg,203.44 mg,33.62 mg,1.40 mg,0.70 mg,60.52 mg,164.10 mg,12.21 μg,14.25 μg,0.15 mg,0.09 mg
8505,香肠炒豆芽,"绿豆芽：100g香肠：25g韭菜：20g精盐：0.5g胡椒粉：0.5g鸡粉：1g大葱：3g豆油：5g, 绿豆芽：100g, 香肠：25g, 韭菜：20g, 精盐：0.5g, 胡椒粉：0.5g, 鸡粉：1g, 大葱：3g, 豆油：5g",198 kcal,8.44 g,15.43 g,7.17 g,27.80 μg RAE,,5.02 mg α-TE,14.76 μg,0.15 mg,0.06 mg,0.07 mg,0.00 μg,1.66 mg,37.64 μg,4.49 mg,1.48 μg,,991.78 mg,199.21 mg,37.15 mg,2.11 mg,2.23 mg,29.18 mg,80.39 mg,2.84 μg,22.26 μg,0.15 mg,0.21 mg
8506,火腿鸡蛋饼,"火腿肠：10g小麦面粉：50g鸡蛋：30g精盐：1g葱：5g饮用水：60g, 火腿肠：10g, 小麦面粉：50g, 鸡蛋：30g, 精盐：1g, 葱：5g, 饮用水：60g",245 kcal,13.26 g,4.89 g,37.98 g,80.50 μg RAE,0.00 μg,0.59 mg α-TE,0.00 μg,0.29 mg,0.13 mg,0.04 mg,0.00 μg,1.27 mg,46.92 μg,1.05 mg,6.62 μg,95.90 mg,514.21 mg,171.39 mg,31.72 mg,1.31 mg,0.73 mg,40.02 mg,142.50 mg,8.88 μg,12.53 μg,0.13 mg,0.08 mg
8507,菌菇炖小鸡,"蘑菇：100g鸡胸脯肉：50g豆油：3g精盐：0.5g黄酒：2g姜：2g大葱：3g胡椒粉：1g, 蘑菇：100g, 鸡胸脯肉：50g, 豆油：3g, 精盐：0.5g, 黄酒：2g, 姜：2g, 大葱：3g, 胡椒粉：1g",116 kcal,15.19 g,4.09 g,5.41 g,2.75 μg RAE,0.00 μg,3.56 mg α-TE,0.00 μg,0.12 mg,0.38 mg,0.25 mg,0.00 μg,10.04 mg,0.83 μg,2.13 mg,0.77 μg,6.90 mg,227.87 mg,487.22 mg,27.64 mg,1.91 mg,1.11 mg,9.91 mg,182.32 mg,6.54 μg,3.07 μg,0.50 mg,0.23 mg
8508,番茄炒鸡片,"鸡胸脯肉：50g番茄：50g精盐：0.5g味精：1g胡椒粉：1g豌豆淀粉：3g鸡蛋白：15g豆油：3g, 鸡胸脯肉：50g, 番茄：50g, 精盐：0.5g, 味精：1g, 胡椒粉：1g, 豌豆淀粉：3g, 鸡蛋白：15g, 豆油：3g",120 kcal,15.01 g,4.09 g,6.01 g,17.10 μg RAE,,3.21 mg α-TE,,0.06 mg,0.09 mg,0.28 mg,0.00 μg,6.28 mg,4.50 μg,7.00 mg,1.90 μg,10.42 mg,317.62 mg,280.33 mg,23.82 mg,1.06 mg,0.24 mg,5.49 mg,101.97 mg,7.03 μg,2.03 μg,0.04 mg,0.08 mg
8509,咖喱鸡焖土豆,"鸡胸脯肉：50g马铃薯：100g咖喱粉：3g豆油：3g精盐：0.5g酱油：1g黄酒：2g胡椒粉：1g豌豆淀粉：3g白砂糖：1g, 鸡胸脯肉：50g, 马铃薯：100g, 咖喱粉：3g, 豆油：3g, 精盐：0.5g, 酱油：1g, 黄酒：2g, 胡椒粉：1g, 豌豆淀粉：3g, 白砂糖：1g",199 kcal,15.50 g,4.54 g,24.42 g,5.90 μg RAE,0.00 μg,3.34 mg α-TE,2.58 μg,0.15 mg,0.06 mg,0.54 mg,0.00 μg,7.34 mg,17.85 μg,14.06 mg,4.95 μg,6.90 mg,284.03 mg,572.93 mg,47.99 mg,2.08 mg,0.59 mg,26.02 mg,147.77 mg,6.46 μg,2.90 μg,0.12 mg,0.16 mg
8510,家常鹅肉,"鹅：25g莴笋：100g豆油：5g酱油：2g料酒：1g豆瓣酱：3g精盐：1g味精：2g, 鹅：25g, 莴笋：100g, 豆油：5g, 酱油：2g, 料酒：1g, 豆瓣酱：3g, 精盐：1g, 味精：2g",135 kcal,6.82 g,10.28 g,4.04 g,23.50 μg RAE,0.00 μg,4.92 mg α-TE,0.00 μg,0.04 mg,0.09 mg,0.00 mg,0.00 μg,1.85 mg,,4.00 mg,,8.50 mg,903.31 mg,300.53 mg,30.83 mg,2.65 mg,0.80 mg,30.19 mg,93.34 mg,5.34 μg,0.05 μg,0.21 mg,0.29 mg
8511,萝卜炖鸭块,"白萝卜：80g鸭胸脯肉：25g大葱：3g姜：2g黄酒：2g鸡精：0.5g胡椒粉：0.5g精盐：0.5g大蒜：2g, 白萝卜：80g, 鸭胸脯肉：25g, 大葱：3g, 姜：2g, 黄酒：2g, 鸡精：0.5g, 胡椒粉：0.5g, 精盐：0.5g, 大蒜：2g",43 kcal,4.59 g,0.50 g,5.53 g,0.26 μg RAE,0.00 μg,0.52 mg α-TE,0.00 μg,0.02 mg,0.03 mg,0.05 mg,0.00 μg,1.22 mg,22.14 μg,15.47 mg,0.66 μg,,350.19 mg,179.44 mg,17.94 mg,1.33 mg,0.45 mg,42.93 mg,39.22 mg,3.40 μg,1.38 μg,0.08 mg,0.14 mg
8512,青椒肉丝,"甜椒：80g猪肉：30g豆油：5g黄酒：2g淀粉：3g精盐：0.5g酱油：1g大葱：3g姜：2g, 甜椒：80g, 猪肉：30g, 豆油：5g, 黄酒：2g, 淀粉：3g, 精盐：0.5g, 酱油：1g, 大葱：3g, 姜：2g",115 kcal,7.04 g,7.04 g,6.29 g,18.15 μg RAE,0.00 μg,5.08 mg α-TE,0.00 μg,0.18 mg,0.05 mg,0.10 mg,0.00 μg,1.96 mg,11.80 μg,104.13 mg,0.98 μg,,273.54 mg,103.07 mg,10.48 mg,1.20 mg,0.98 mg,6.77 mg,61.68 mg,3.19 μg,1.56 μg,0.04 mg,0.13 mg
8513,芹菜肉丝,"芹菜：100g猪肉：60g豆油：3g精盐：0.5g酱油：1g, 芹菜：100g, 猪肉：60g, 豆油：3g, 精盐：0.5g, 酱油：1g",127 kcal,12.64 g,6.92 g,4.10 g,28.40 μg RAE,,2.99 mg α-TE,,0.33 mg,0.08 mg,0.06 mg,0.00 μg,3.42 mg,33.46 μg,2.00 mg,1.10 μg,,455.18 mg,314.53 mg,32.66 mg,2.16 mg,1.97 mg,19.76 mg,128.65 mg,5.79 μg,1.16 μg,0.10 mg,0.08 mg
8514,鸭块烧茭白,"鸭胸脯肉：25g茭白：80g豆油：3g老抽：1g蚝油：1g黄酒：2g大葱：3g姜：2g大蒜：2g精盐：0.5g, 鸭胸脯肉：25g, 茭白：80g, 豆油：3g, 老抽：1g, 蚝油：1g, 黄酒：2g, 大葱：3g, 姜：2g, 大蒜：2g, 精盐：0.5g",77 kcal,5.00 g,3.56 g,6.90 g,2.61 μg RAE,0.00 μg,4.10 mg α-TE,0.00 μg,0.02 mg,0.04 mg,0.00 mg,0.00 μg,1.52 mg,5.65 μg,4.27 mg,0.06 μg,,329.96 mg,216.46 mg,14.62 mg,1.55 mg,0.63 mg,9.14 mg,55.99 mg,3.63 μg,11.56 μg,0.12 mg,0.51 mg
8515,苦瓜炒仔鸭,"苦瓜：50g鸭：25g辣椒：3g茶油：4g崇明老白酒：3g味精：1g精盐：0.5g蚝油：2g, 苦瓜：50g, 鸭：25g, 辣椒：3g, 茶油：4g, 崇明老白酒：3g, 味精：1g, 精盐：0.5g, 蚝油：2g",122 kcal,4.89 g,8.99 g,3.33 g,20.48 μg RAE,0.00 μg,1.63 mg α-TE,0.00 μg,0.04 mg,0.08 mg,0.00 mg,0.00 μg,1.28 mg,2.08 μg,32.32 mg,,,384.32 mg,182.75 mg,13.17 mg,1.01 mg,0.55 mg,10.95 mg,51.63 mg,3.32 μg,0.85 μg,0.08 mg,0.17 mg
8516,香肠炒油菜,"香肠：25g油菜：100g豆油：10g盐：2g酱油：5g料酒：3g味精：1g姜：3g葱：5g, 香肠：25g, 油菜：100g, 豆油：10g, 盐：2g, 酱油：5g, 料酒：3g, 味精：1g, 姜：3g, 葱：5g",249 kcal,8.41 g,20.87 g,7.79 g,90.25 μg RAE,0.00 μg,9.57 mg α-TE,20.50 μg,0.14 mg,0.09 mg,0.09 mg,0.00 μg,1.79 mg,108.28 μg,0.15 mg,0.04 μg,,1808.07 mg,313.23 mg,47.46 mg,5.61 mg,2.48 mg,163.78 mg,85.98 mg,3.14 μg,23.50 μg,0.16 mg,0.79 mg
8517,香肠炒黑豆芽,"绿豆芽：100g香肠：25g精盐：0.5g鸡精：0.5g大蒜：2g豆油：3g, 绿豆芽：100g, 香肠：25g, 精盐：0.5g, 鸡精：0.5g, 大蒜：2g, 豆油：3g",174 kcal,7.87 g,13.29 g,6.11 g,1.06 μg RAE,,3.07 mg α-TE,,0.14 mg,0.05 mg,0.03 mg,0.00 μg,1.46 mg,24.86 μg,4.14 mg,1.00 μg,,894.52 mg,151.89 mg,31.53 mg,1.85 mg,2.15 mg,18.82 mg,71.38 mg,2.54 μg,21.71 μg,0.13 mg,0.16 mg
8518,青椒炒鸡蛋,"鸡蛋：60g辣椒：100g豆油：3g精盐：0.5g江米酒：3g, 鸡蛋：60g, 辣椒：100g, 豆油：3g, 精盐：0.5g, 江米酒：3g",135 kcal,8.71 g,8.46 g,6.64 g,161.00 μg RAE,0.00 μg,3.85 mg α-TE,0.00 μg,0.07 mg,0.14 mg,0.17 mg,0.00 μg,0.74 mg,89.48 μg,59.00 mg,7.24 μg,155.60 mg,282.64 mg,246.56 mg,21.28 mg,1.33 mg,0.79 mg,45.58 mg,98.48 mg,8.42 μg,14.30 μg,0.16 mg,0.09 mg
8519,炒鸡蛋,"鸡蛋：60g豆油：3g精盐：0.5g生抽：1g葱：2g, 鸡蛋：60g, 豆油：3g, 精盐：0.5g, 生抽：1g, 葱：2g",111 kcal,7.94 g,8.17 g,1.54 g,154.40 μg RAE,,3.48 mg α-TE,,0.05 mg,0.12 mg,,,0.14 mg,68.70 μg,0.42 mg,5.67 μg,150.00 mg,339.67 mg,98.84 mg,6.75 mg,1.09 mg,0.57 mg,35.70 mg,79.32 mg,8.42 μg,13.51 μg,0.11 mg,0.03 mg
8520,西红柿鸡蛋豆腐汤,"番茄：50g鸡蛋：30g饮用水：120g豆腐：50g, 番茄：50g, 鸡蛋：30g, 饮用水：120g, 豆腐：50g",91 kcal,7.68 g,5.33 g,4.07 g,92.00 μg RAE,0.00 μg,3.45 mg α-TE,0.00 μg,0.07 mg,0.08 mg,0.03 mg,0.00 μg,0.42 mg,38.14 μg,7.00 mg,3.97 μg,78.35 mg,52.02 mg,197.10 mg,30.70 mg,1.18 mg,0.67 mg,63.80 mg,92.00 mg,4.94 μg,9.30 μg,0.12 mg,0.10 mg
8521,青椒炒蛋,"鸡蛋：60g辣椒：100g豆油：3g精盐：0.5g黄酒：2g, 鸡蛋：60g, 辣椒：100g, 豆油：3g, 精盐：0.5g, 黄酒：2g",133 kcal,8.69 g,8.46 g,6.64 g,161.00 μg RAE,0.00 μg,3.85 mg α-TE,0.00 μg,0.07 mg,0.14 mg,0.17 mg,0.00 μg,0.75 mg,89.48 μg,59.00 mg,7.24 μg,155.60 mg,282.71 mg,247.08 mg,21.40 mg,1.34 mg,0.78 mg,45.92 mg,98.63 mg,8.42 μg,14.30 μg,0.16 mg,0.09 mg
8522,番茄炒蛋,"番茄：100g鸡蛋：60g酱油：1g纯牛奶：20g精盐：0.5g白砂糖：1g芝麻油：1g淀粉：3g, 番茄：100g, 鸡蛋：60g, 酱油：1g, 纯牛奶：20g, 精盐：0.5g, 白砂糖：1g, 芝麻油：1g, 淀粉：3g",135 kcal,9.48 g,7.08 g,9.28 g,194.80 μg RAE,,1.82 mg α-TE,,0.08 mg,0.15 mg,0.06 mg,0.00 μg,0.65 mg,77.15 μg,14.00 mg,7.94 μg,159.50 mg,356.98 mg,311.85 mg,21.83 mg,1.40 mg,0.72 mg,60.72 mg,123.36 mg,8.67 μg,14.60 μg,0.15 mg,0.10 mg
8523,芹菜叶蛋炒饭,"芹菜叶：50g鸡蛋：60g米饭：75g咸肉：15g胡萝卜：20g花生油：10g精盐：2g胡椒粉：0.5g鸡精：1g, 芹菜叶：50g, 鸡蛋：60g, 米饭：75g, 咸肉：15g, 胡萝卜：20g, 花生油：10g, 精盐：2g, 胡椒粉：0.5g, 鸡精：1g",347 kcal,13.95 g,21.16 g,26.15 g,346.45 μg RAE,,6.22 mg α-TE,,0.23 mg,0.25 mg,0.03 mg,0.00 μg,2.55 mg,74.72 μg,12.80 mg,6.57 μg,160.99 mg,1150.99 mg,267.28 mg,55.25 mg,3.06 mg,2.21 mg,67.48 mg,183.92 mg,11.83 μg,16.05 μg,0.71 mg,0.80 mg
8524,咸蛋炒苦瓜,"松花蛋：60g苦瓜：50g豆油：3g精盐：0.5g芝麻油：1g鸡精：0.5g白砂糖：1g, 松花蛋：60g, 苦瓜：50g, 豆油：3g, 精盐：0.5g, 芝麻油：1g, 鸡精：0.5g, 白砂糖：1g",155 kcal,9.07 g,10.48 g,6.31 g,133.00 μg RAE,,5.74 mg α-TE,,0.06 mg,0.13 mg,,,0.26 mg,8.10 μg,28.00 mg,0.00 μg,,617.91 mg,219.85 mg,16.97 mg,2.44 mg,1.10 mg,45.63 mg,117.16 mg,15.34 μg,5.06 μg,0.10 mg,0.14 mg
8525,牛奶白菜,"纯牛奶：230g小白菜：100g猪肉：30g豆油：3g精盐：0.5g生抽：1g黄酒：2g, 纯牛奶：230g, 小白菜：100g, 猪肉：30g, 豆油：3g, 精盐：0.5g, 生抽：1g, 黄酒：2g",291 kcal,13.60 g,20.61 g,13.67 g,282.70 μg RAE,0.00 μg,3.69 mg α-TE,0.00 μg,0.17 mg,0.37 mg,0.07 mg,0.00 μg,1.50 mg,55.13 μg,64.00 mg,2.65 μg,32.20 mg,556.41 mg,599.50 mg,60.79 mg,2.49 mg,1.44 mg,366.38 mg,270.52 mg,5.87 μg,9.38 μg,0.08 mg,0.20 mg
8526,五香鲤鱼块,"鲤鱼：80g豆油：3g精盐：0.5g味精：1g白砂糖：1g醋：2g酱油：1g黄酒：2g, 鲤鱼：80g, 豆油：3g, 精盐：0.5g, 味精：1g, 白砂糖：1g, 醋：2g, 酱油：1g, 黄酒：2g",124 kcal,14.61 g,6.29 g,1.87 g,20.00 μg RAE,0.00 μg,3.81 mg α-TE,0.00 μg,0.02 mg,0.07 mg,0.00 mg,0.00 μg,2.22 mg,29.12 μg,0.00 mg,,,384.18 mg,278.36 mg,28.72 mg,1.11 mg,1.74 mg,43.52 mg,167.91 mg,12.39 μg,3.82 μg,0.05 mg,0.14 mg
8527,啤酒鲤鱼,"鲤鱼：80g啤酒：100g, 鲤鱼：80g, 啤酒：100g",119 kcal,14.48 g,3.28 g,0.40 g,20.00 μg RAE,0.00 μg,1.02 mg α-TE,0.00 μg,0.17 mg,0.11 mg,0.00 mg,0.00 μg,3.26 mg,37.42 μg,0.00 mg,,,54.36 mg,314.20 mg,32.40 mg,1.20 mg,1.96 mg,53.00 mg,175.20 mg,12.94 μg,3.76 μg,0.08 mg,0.05 mg
8528,糖醋黄河鲤鱼,"鲤鱼：80g豆油：3g精盐：0.5g醋：2g酱油：1g, 鲤鱼：80g, 豆油：3g, 精盐：0.5g, 醋：2g, 酱油：1g",116 kcal,14.18 g,6.29 g,0.60 g,20.00 μg RAE,,3.81 mg α-TE,,0.02 mg,0.07 mg,,,2.21 mg,29.12 μg,,,,302.48 mg,277.75 mg,28.32 mg,1.08 mg,1.73 mg,41.50 mg,167.37 mg,12.37 μg,3.82 μg,0.05 mg,0.12 mg
8529,红烧带鱼段,"带鱼：80g豆油：3g精盐：0.5g白砂糖：1g酱油：1g, 带鱼：80g, 豆油：3g, 精盐：0.5g, 白砂糖：1g, 酱油：1g",118 kcal,14.14 g,6.36 g,1.10 g,15.20 μg RAE,,3.13 mg α-TE,,0.02 mg,0.06 mg,0.02 mg,1.62 μg,1.18 mg,,0.00 mg,1.76 μg,86.32 mg,451.40 mg,292.38 mg,25.69 mg,1.05 mg,1.82 mg,346.16 mg,227.93 mg,21.32 μg,32.66 μg,0.06 mg,0.09 mg
8530,腐竹焖鱼,"腐竹：20g草鱼：80g大蒜：2g江米酒：5g精盐：0.5g酱油：1g豆油：5g, 腐竹：20g, 草鱼：80g, 大蒜：2g, 江米酒：5g, 精盐：0.5g, 酱油：1g, 豆油：5g",237 kcal,22.43 g,13.50 g,5.11 g,8.86 μg RAE,0.00 μg,11.86 mg α-TE,0.00 μg,0.06 mg,0.10 mg,0.08 mg,0.00 μg,2.43 mg,45.36 μg,0.14 mg,8.36 μg,20.10 mg,296.92 mg,369.83 mg,41.44 mg,4.17 mg,1.56 mg,48.80 mg,224.38 mg,6.76 μg,5.14 μg,0.31 mg,0.61 mg
8531,丝瓜鱼片汤,"丝瓜：50g草鱼：40g饮用水：110g盐：2g淀粉：5g胡椒粉：1g葱：5g姜：3g, 丝瓜：50g, 草鱼：40g, 饮用水：110g, 盐：2g, 淀粉：5g, 胡椒粉：1g, 葱：5g, 姜：3g",86 kcal,7.75 g,2.40 g,9.08 g,11.25 μg RAE,0.00 μg,0.85 mg α-TE,0.00 μg,0.03 mg,0.06 mg,0.11 mg,0.00 μg,1.33 mg,13.03 μg,2.15 mg,0.98 μg,6.64 mg,814.28 mg,197.65 mg,25.12 mg,3.25 mg,0.59 mg,45.77 mg,103.33 mg,2.96 μg,3.34 μg,0.08 mg,0.42 mg
8532,茄子焖鱼,"鲤鱼：80g茄子：50g, 鲤鱼：80g, 茄子：50g",99 kcal,14.63 g,3.38 g,2.85 g,22.00 μg RAE,,1.59 mg α-TE,,0.03 mg,0.09 mg,,,2.46 mg,35.22 μg,2.50 mg,0.70 μg,,45.66 mg,338.20 mg,32.90 mg,1.05 mg,1.78 mg,52.00 mg,174.70 mg,12.54 μg,4.16 μg,0.10 mg,0.11 mg
8533,大虾烩白菜,"对虾：120g小白菜：100g豆油：3g精盐：0.5g, 对虾：120g, 小白菜：100g, 豆油：3g, 精盐：0.5g",153 kcal,23.72 g,4.26 g,5.76 g,172.00 μg RAE,,3.93 mg α-TE,,0.02 mg,0.13 mg,0.07 mg,0.00 μg,2.04 mg,75.28 μg,64.00 mg,1.30 μg,,527.15 mg,374.16 mg,81.70 mg,3.17 mg,3.12 mg,191.90 mg,299.81 mg,40.86 μg,5.00 μg,0.43 mg,0.30 mg
8534,虾仁冬菇水饺,"小麦面粉：50g对虾：30g香菇：50g猪肉：20g榨菜：10g精盐：2g味精：1g酱油：5g黄酒：5g五香粉：1g芝麻油：5g葱：5g姜：3g, 小麦面粉：50g, 对虾：30g, 香菇：50g, 猪肉：20g, 榨菜：10g, 精盐：2g, 味精：1g, 酱油：5g, 黄酒：5g, 五香粉：1g, 芝麻油：5g, 葱：5g, 姜：3g",351 kcal,18.66 g,12.81 g,41.62 g,19.62 μg RAE,0.00 μg,4.03 mg α-TE,0.00 μg,0.29 mg,0.14 mg,0.04 mg,0.00 μg,3.52 mg,43.79 μg,1.87 mg,4.68 μg,20.90 mg,1645.66 mg,295.25 mg,63.91 mg,2.60 mg,1.72 mg,65.26 mg,220.90 mg,17.15 μg,2.20 μg,0.23 mg,0.51 mg
8535,虾仁冬瓜,"冬瓜：100g虾仁：60g江米酒：5g酱油：1g精盐：0.5g, 冬瓜：100g, 虾仁：60g, 江米酒：5g, 酱油：1g, 精盐：0.5g",135 kcal,12.92 g,0.56 g,19.12 g,0.00 μg RAE,0.00 μg,0.04 mg α-TE,0.00 μg,0.00 mg,0.00 mg,0.02 mg,0.00 μg,0.24 mg,9.40 μg,16.00 mg,0.50 μg,35.64 mg,420.54 mg,241.04 mg,11.87 mg,0.45 mg,0.92 mg,62.17 mg,13.49 mg,0.06 μg,1.72 μg,0.01 mg,0.05 mg
8536,冬瓜鲜虾,"冬瓜：50g虾仁：60g精盐：0.5g豆油：5g, 冬瓜：50g, 虾仁：60g, 精盐：0.5g, 豆油：5g",169 kcal,12.63 g,5.46 g,17.82 g,,,4.67 mg α-TE,,,,0.01 mg,0.00 μg,0.11 mg,4.70 μg,8.00 mg,0.40 μg,35.64 mg,361.77 mg,209.32 mg,5.16 mg,0.40 mg,0.87 mg,55.36 mg,5.85 mg,0.02 μg,0.85 μg,0.02 mg,0.03 mg
8537,虾仁丝瓜,"丝瓜：100g虾仁：60g甜椒：15g鸡蛋：20g豆油：5g味精：1g黄酒：2g芝麻油：1g淀粉：3g精盐：0.5g, 丝瓜：100g, 虾仁：60g, 甜椒：15g, 鸡蛋：20g, 豆油：5g, 味精：1g, 黄酒：2g, 芝麻油：1g, 淀粉：3g, 精盐：0.5g",238 kcal,16.98 g,8.31 g,24.40 g,64.90 μg RAE,0.00 μg,5.71 mg α-TE,0.00 μg,0.04 mg,0.08 mg,0.13 mg,0.00 μg,0.43 mg,32.77 μg,23.50 mg,3.76 μg,85.64 mg,473.58 mg,334.14 mg,21.56 mg,1.06 mg,1.23 mg,100.13 mg,61.05 mg,3.08 μg,6.07 μg,0.10 mg,0.13 mg
8538,虾米炒黄瓜,"黄瓜：100g虾米：10g姜：2g大葱：3g精盐：0.5g豆油：5g, 黄瓜：100g, 虾米：10g, 姜：2g, 大葱：3g, 精盐：0.5g, 豆油：5g",82 kcal,5.23 g,5.48 g,3.14 g,10.25 μg RAE,,5.29 mg α-TE,,0.02 mg,0.04 mg,0.00 mg,0.00 μg,0.73 mg,13.93 μg,9.13 mg,0.02 μg,6.00 mg,691.21 mg,163.72 mg,39.72 mg,1.75 mg,0.62 mg,82.33 mg,91.92 mg,7.94 μg,40.49 μg,0.29 mg,0.24 mg
8539,虾米拌菠菜,"菠菜：100g虾米：10g精盐：0.5g味精：1g芝麻油：1g醋：2g蚝油：1g, 菠菜：100g, 虾米：10g, 精盐：0.5g, 味精：1g, 芝麻油：1g, 醋：2g, 蚝油：1g",62 kcal,7.44 g,1.57 g,5.02 g,245.10 μg RAE,,2.58 mg α-TE,,0.04 mg,0.12 mg,,,1.13 mg,92.25 μg,32.00 mg,,,901.46 mg,373.13 mg,81.97 mg,4.16 mg,1.26 mg,123.04 mg,115.60 mg,8.58 μg,44.04 μg,0.33 mg,0.82 mg
