recipe_id,recipe_name,ingredients,calorie,protein,fat,carbohydrate,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b6,vitamin_b12,niacin,folic_acid,vitamin_c,biotin,total_choline,sodium,potassium,magnesium,iron,zinc,calcium,phosphorus,selenium,iodine,copper,manganese
8668,黄瓜拌鸡丝,"黄瓜：100g鸡胸脯肉：50g甜椒：10g豆油：5g精盐：0.5g醋：2g, 黄瓜：100g, 鸡胸脯肉：50g, 甜椒：10g, 豆油：5g, 精盐：0.5g, 醋：2g",123 kcal,13.24 g,6.18 g,3.68 g,10.10 μg RAE,,5.39 mg α-TE,,0.06 mg,0.06 mg,0.26 mg,0.00 μg,6.25 mg,10.54 μg,22.00 mg,0.87 μg,12.90 mg,229.35 mg,275.74 mg,29.42 mg,1.23 mg,0.39 mg,25.60 mg,111.27 mg,6.36 μg,2.75 μg,0.07 mg,0.15 mg
8669,冬瓜海米汤,"冬瓜：50g虾米：10g饮用水：140g浓汤宝：10g, 冬瓜：50g, 虾米：10g, 饮用水：140g, 浓汤宝：10g",45 kcal,5.59 g,0.64 g,4.45 g,2.10 μg RAE,0.00 μg,0.17 mg α-TE,0.00 μg,0.01 mg,0.02 mg,0.01 mg,0.00 μg,0.67 mg,10.16 μg,8.00 mg,0.16 μg,,2382.77 mg,95.10 mg,30.20 mg,1.25 mg,0.55 mg,69.30 mg,78.70 mg,7.72 μg,42.92 μg,0.25 mg,0.11 mg
8670,烧冬瓜,"冬瓜：150g豆油：5g精盐：0.5g酱油：1g豌豆淀粉：3g白砂糖：1g香菜：1g, 冬瓜：150g, 豆油：5g, 精盐：0.5g, 酱油：1g, 豌豆淀粉：3g, 白砂糖：1g, 香菜：1g",75 kcal,0.55 g,5.30 g,7.31 g,0.97 μg RAE,,4.72 mg α-TE,,0.00 mg,0.00 mg,0.03 mg,0.00 μg,0.37 mg,15.59 μg,24.48 mg,0.30 μg,,259.17 mg,94.65 mg,17.20 mg,0.44 mg,0.22 mg,20.75 mg,19.76 mg,0.06 μg,2.62 μg,0.03 mg,0.07 mg
8671,火腿烧冬瓜,"火腿：25g冬瓜：100g豆油：3g精盐：0.5g鸡精：0.5g, 火腿：25g, 冬瓜：100g, 豆油：3g, 精盐：0.5g, 鸡精：0.5g",63 kcal,4.23 g,4.06 g,2.99 g,,,2.95 mg α-TE,,0.02 mg,0.04 mg,0.04 mg,0.00 μg,1.60 mg,16.26 μg,16.00 mg,0.58 μg,9.43 mg,661.66 mg,101.10 mg,12.86 mg,0.43 mg,0.65 mg,14.04 mg,86.79 mg,2.03 μg,1.83 μg,0.03 mg,0.04 mg
8672,冬瓜烩火腿,"火腿：25g冬瓜：50g豆油：3g鸡精：0.5g醋：2g蚝油：1g胡椒粉：1g精盐：0.5g, 火腿：25g, 冬瓜：50g, 豆油：3g, 鸡精：0.5g, 醋：2g, 蚝油：1g, 胡椒粉：1g, 精盐：0.5g",64 kcal,4.25 g,3.99 g,2.81 g,0.10 μg RAE,,2.93 mg α-TE,,0.02 mg,0.04 mg,0.03 mg,0.00 μg,1.54 mg,11.56 μg,8.00 mg,0.48 μg,9.43 mg,709.21 mg,81.16 mg,9.40 mg,0.59 mg,0.64 mg,8.40 mg,84.93 mg,2.15 μg,1.10 μg,0.03 mg,0.10 mg
8673,冬瓜片汆肉丸,"冬瓜：100g猪肉：30g香菜：1g精盐：0.5g黄酒：2g味精：1g胡椒粉：1g豆油：5g鸡蛋白：15g姜：2g大葱：3g, 冬瓜：100g, 猪肉：30g, 香菜：1g, 精盐：0.5g, 黄酒：2g, 味精：1g, 胡椒粉：1g, 豆油：5g, 鸡蛋白：15g, 姜：2g, 大葱：3g",116 kcal,8.74 g,7.12 g,4.66 g,14.42 μg RAE,0.00 μg,4.80 mg α-TE,0.00 μg,0.17 mg,0.08 mg,0.02 mg,0.00 μg,1.92 mg,13.80 μg,16.61 mg,0.22 μg,0.17 mg,311.32 mg,179.84 mg,22.85 mg,1.53 mg,1.08 mg,20.83 mg,74.39 mg,4.05 μg,2.49 μg,0.06 mg,0.16 mg
8674,清炒凉瓜,"苦瓜：150g精盐：0.5g味精：1g白砂糖：1g芝麻油：1g葱：2g, 苦瓜：150g, 精盐：0.5g, 味精：1g, 白砂糖：1g, 芝麻油：1g, 葱：2g",50 kcal,1.93 g,1.16 g,8.72 g,13.40 μg RAE,,1.98 mg α-TE,,0.05 mg,0.05 mg,,,0.61 mg,0.51 μg,84.42 mg,,,282.13 mg,387.02 mg,27.50 mg,1.13 mg,0.55 mg,23.84 mg,53.18 mg,0.58 μg,2.55 μg,0.09 mg,0.26 mg
8675,苦瓜大骨汤,"苦瓜：50g猪大排：45g饮用水：150g扇贝肉：50g黄豆：30g盐：2g蜜枣：5g生蚝：10g姜：5g, 苦瓜：50g, 猪大排：45g, 饮用水：150g, 扇贝肉：50g, 黄豆：30g, 盐：2g, 蜜枣：5g, 生蚝：10g, 姜：5g",320 kcal,25.90 g,14.75 g,23.01 g,10.30 μg RAE,0.00 μg,6.42 mg α-TE,0.00 μg,0.41 mg,0.23 mg,0.14 mg,0.00 μg,3.30 mg,56.49 μg,28.00 mg,2.43 μg,36.00 mg,1039.44 mg,737.93 mg,101.99 mg,19.89 mg,15.48 mg,134.24 mg,276.25 mg,19.86 μg,3.76 μg,1.87 mg,1.63 mg
8676,凉瓜抱蛋,"苦瓜：100g鸡蛋：60g豆油：5g精盐：0.5g, 苦瓜：100g, 鸡蛋：60g, 豆油：5g, 精盐：0.5g",150 kcal,8.86 g,10.26 g,6.34 g,161.00 μg RAE,,6.18 mg α-TE,,0.08 mg,0.15 mg,,,0.52 mg,67.98 μg,56.00 mg,5.64 μg,150.00 mg,278.21 mg,348.62 mg,24.16 mg,1.77 mg,0.94 mg,48.36 mg,113.35 mg,8.75 μg,15.20 μg,0.18 mg,0.20 mg
8677,家常拌苦瓜,"苦瓜：150g豆油：5g精盐：0.5g醋：2g大蒜：2g, 苦瓜：150g, 豆油：5g, 精盐：0.5g, 醋：2g, 大蒜：2g",82 kcal,1.63 g,5.16 g,8.00 g,12.06 μg RAE,,5.95 mg α-TE,,0.05 mg,0.05 mg,,,0.64 mg,,84.14 mg,,,206.19 mg,397.28 mg,27.84 mg,1.30 mg,0.64 mg,22.88 mg,57.11 mg,0.66 μg,2.59 μg,0.10 mg,0.33 mg
8678,凉瓜肉丝,"苦瓜：100g猪肉：60g豆油：5g精盐：0.5g鸡精：0.5g酱油：1g淀粉：2g姜：2g大葱：3g, 苦瓜：100g, 猪肉：60g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 酱油：1g, 淀粉：2g, 姜：2g, 大葱：3g",163 kcal,13.35 g,8.85 g,7.94 g,34.55 μg RAE,,5.70 mg α-TE,,0.35 mg,0.09 mg,0.00 mg,0.00 μg,3.63 mg,5.51 μg,56.13 mg,0.02 μg,,387.01 mg,450.17 mg,35.69 mg,2.79 mg,2.22 mg,21.57 mg,152.89 mg,6.10 μg,3.08 μg,0.14 mg,0.29 mg
8679,苦瓜鸡蛋,"苦瓜：100g鸡蛋：60g豆油：5g精盐：0.5g大蒜：2g姜：2g大葱：3g, 苦瓜：100g, 鸡蛋：60g, 豆油：5g, 精盐：0.5g, 大蒜：2g, 姜：2g, 大葱：3g",154 kcal,9.01 g,10.28 g,7.13 g,161.21 μg RAE,,6.20 mg α-TE,,0.08 mg,0.15 mg,0.00 mg,0.00 μg,0.56 mg,68.46 μg,56.27 mg,5.66 μg,150.00 mg,278.91 mg,361.16 mg,25.54 mg,1.83 mg,0.97 mg,51.21 mg,116.66 mg,8.82 μg,15.29 μg,0.18 mg,0.29 mg
8680,豆豉凉瓜炒牛肉,"苦瓜：100g牛肉：40g豆油：5g精盐：0.5g酱油：1g黄酒：2g五香豆豉：2g, 苦瓜：100g, 牛肉：40g, 豆油：5g, 精盐：0.5g, 酱油：1g, 黄酒：2g, 五香豆豉：2g",119 kcal,10.09 g,6.16 g,6.31 g,9.60 μg RAE,0.00 μg,6.64 mg α-TE,0.00 μg,0.05 mg,0.08 mg,0.00 mg,0.00 μg,2.41 mg,1.44 μg,56.00 mg,0.36 μg,,287.90 mg,359.21 mg,32.86 mg,1.90 mg,2.52 mg,18.82 mg,111.47 mg,1.87 μg,3.36 μg,0.11 mg,0.27 mg
8681,苦瓜炒藕片,"苦瓜：50g藕：30g豆油：5g精盐：0.5g鸡精：0.5g胡萝卜：10g香菇：10g茼蒿：20g, 苦瓜：50g, 藕：30g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 胡萝卜：10g, 香菇：10g, 茼蒿：20g",83 kcal,1.61 g,5.23 g,8.24 g,63.60 μg RAE,,5.40 mg α-TE,,0.04 mg,0.05 mg,0.02 mg,0.00 μg,0.62 mg,38.30 μg,38.70 mg,0.93 μg,0.88 mg,342.21 mg,281.56 mg,19.87 mg,1.19 mg,0.46 mg,31.20 mg,46.88 mg,0.69 μg,4.92 μg,0.10 mg,0.48 mg
8682,凉瓜炒肉片,"苦瓜：100g猪肉：60g酱油：1g甘薯粉：2g豆油：5g精盐：0.5g鸡精：0.5g大蒜：2g, 苦瓜：100g, 猪肉：60g, 酱油：1g, 甘薯粉：2g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 大蒜：2g",165 kcal,13.43 g,8.83 g,8.23 g,34.50 μg RAE,,5.72 mg α-TE,,0.35 mg,0.09 mg,,,3.61 mg,4.92 μg,56.14 mg,0.00 μg,,386.62 mg,450.39 mg,37.19 mg,2.93 mg,2.24 mg,20.50 mg,153.70 mg,6.20 μg,2.99 μg,0.14 mg,0.23 mg
8683,苦瓜拌鸡胸,"苦瓜：100g鸡胸脯肉：50g豆油：5g精盐：0.5g黄酒：2g豌豆淀粉：3g, 苦瓜：100g, 鸡胸脯肉：50g, 豆油：5g, 精盐：0.5g, 黄酒：2g, 豌豆淀粉：3g",137 kcal,13.35 g,6.05 g,7.75 g,9.50 μg RAE,0.00 μg,5.71 mg α-TE,0.00 μg,0.07 mg,0.06 mg,0.25 mg,0.00 μg,6.39 mg,0.35 μg,56.00 mg,0.75 μg,6.90 mg,221.91 mg,426.03 mg,32.58 mg,1.37 mg,0.56 mg,16.20 mg,121.07 mg,6.26 μg,3.30 μg,0.08 mg,0.21 mg
8684,凉瓜烧排骨,"苦瓜：50g猪大排：45g豆油：5g精盐：0.5g味精：1g生抽：1g姜：2g大葱：3g五香豆豉：2g, 苦瓜：50g, 猪大排：45g, 豆油：5g, 精盐：0.5g, 味精：1g, 生抽：1g, 姜：2g, 大葱：3g, 五香豆豉：2g",184 kcal,9.73 g,14.31 g,4.52 g,9.55 μg RAE,,5.94 mg α-TE,,0.38 mg,0.09 mg,0.00 mg,0.00 μg,2.64 mg,2.85 μg,28.13 mg,2.48 μg,,369.13 mg,275.78 mg,22.17 mg,0.97 mg,1.06 mg,15.17 mg,76.56 mg,4.95 μg,0.95 μg,0.11 mg,0.27 mg
8685,丝瓜摊鸡蛋,"丝瓜：100g鸡蛋：60g姜：2g大葱：3g胡椒粉：1g味精：1g淀粉：2g豆油：5g精盐：0.5g, 丝瓜：100g, 鸡蛋：60g, 姜：2g, 大葱：3g, 胡椒粉：1g, 味精：1g, 淀粉：2g, 豆油：5g, 精盐：0.5g",163 kcal,9.72 g,10.40 g,8.36 g,166.25 μg RAE,,5.41 mg α-TE,,0.07 mg,0.16 mg,0.11 mg,0.00 μg,0.49 mg,76.87 μg,4.13 mg,7.06 μg,150.00 mg,362.37 mg,222.34 mg,27.47 mg,1.55 mg,0.82 mg,74.89 mg,114.88 mg,8.69 μg,15.07 μg,0.17 mg,0.21 mg
8686,虾米丝瓜汤,"丝瓜：50g虾仁：10g饮用水(农夫山泉牌)：100g, 丝瓜：50g, 虾仁：10g, 饮用水(农夫山泉牌)：100g",30 kcal,2.73 g,0.16 g,4.77 g,6.50 μg RAE,0.00 μg,0.04 mg α-TE,0.00 μg,0.01 mg,0.02 mg,0.06 mg,0.00 μg,0.16 mg,4.15 μg,2.00 mg,0.75 μg,5.94 mg,33.21 mg,92.60 mg,10.50 mg,0.19 mg,0.28 mg,31.60 mg,16.50 mg,0.10 μg,0.70 μg,0.03 mg,0.04 mg
8687,丝瓜烩虾球,"丝瓜：100g虾仁：60g豆油：5g精盐：0.5g鸡精：0.5g姜：2g大葱：3g生抽：1g, 丝瓜：100g, 虾仁：60g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 姜：2g, 大葱：3g, 生抽：1g",186 kcal,13.94 g,5.59 g,21.02 g,13.15 μg RAE,,4.73 mg α-TE,,0.02 mg,0.04 mg,0.11 mg,0.00 μg,0.36 mg,9.05 μg,4.13 mg,1.75 μg,35.64 mg,522.55 mg,312.18 mg,20.42 mg,0.73 mg,1.05 mg,88.63 mg,35.24 mg,0.24 μg,1.63 μg,0.06 mg,0.17 mg
8688,鲜鲈鱼丝瓜汤,"丝瓜：50g鲈鱼：40g饮用水：110g盐：2g味精：1g姜：5g, 丝瓜：50g, 鲈鱼：40g, 饮用水：110g, 盐：2g, 味精：1g, 姜：5g",70 kcal,8.95 g,1.75 g,5.47 g,14.10 μg RAE,0.00 μg,0.34 mg α-TE,0.00 μg,0.02 mg,0.10 mg,0.06 mg,0.00 μg,1.40 mg,4.15 μg,2.00 mg,0.70 μg,,932.32 mg,147.07 mg,25.51 mg,5.23 mg,1.40 mg,83.74 mg,114.44 mg,13.51 μg,0.70 μg,0.10 mg,0.61 mg
8689,丝瓜烧牛肉,"丝瓜：100g牛肉：40g精盐：0.5g味精：1g黄酒：2g白砂糖：1g葵花籽油：2g, 丝瓜：100g, 牛肉：40g, 精盐：0.5g, 味精：1g, 黄酒：2g, 白砂糖：1g, 葵花籽油：2g",91 kcal,10.25 g,3.20 g,5.79 g,14.60 μg RAE,0.00 μg,1.50 mg α-TE,0.00 μg,0.04 mg,0.09 mg,0.11 mg,0.00 μg,2.30 mg,9.74 μg,4.00 mg,1.76 μg,,307.66 mg,206.50 mg,28.29 mg,1.28 mg,2.27 mg,41.17 mg,106.42 mg,1.62 μg,3.04 μg,0.07 mg,0.10 mg
8690,丝瓜炒青豆,"丝瓜：50g毛豆：35g木耳：2g豆油：5g精盐：0.5g大蒜：2g, 丝瓜：50g, 毛豆：35g, 木耳：2g, 豆油：5g, 精盐：0.5g, 大蒜：2g",109 kcal,5.57 g,6.88 g,7.54 g,10.57 μg RAE,,5.79 mg α-TE,,0.06 mg,0.05 mg,0.06 mg,0.00 μg,0.71 mg,5.78 μg,11.59 mg,0.70 μg,19.60 mg,201.39 mg,249.20 mg,37.62 mg,3.46 mg,0.85 mg,72.23 mg,90.83 mg,1.11 μg,2.52 μg,0.24 mg,0.67 mg
8691,黄瓜拌支竹,"黄瓜：100g腐竹：20g精盐：0.5g白砂糖：1g鸡精：0.5g芝麻油：1g辣椒油：1g, 黄瓜：100g, 腐竹：20g, 精盐：0.5g, 白砂糖：1g, 鸡精：0.5g, 芝麻油：1g, 辣椒油：1g",131 kcal,9.77 g,6.55 g,8.52 g,8.38 μg RAE,,7.62 mg α-TE,,0.05 mg,0.04 mg,,,0.36 mg,38.68 μg,9.00 mg,7.88 μg,12.82 mg,301.09 mg,213.16 mg,29.28 mg,3.85 mg,0.92 mg,39.84 mg,81.25 mg,1.73 μg,1.13 μg,0.31 mg,0.58 mg
8692,家常冬瓜丸子汤,"冬瓜：100g猪肉：60g玉米淀粉：10g生抽：5g绍兴黄酒：5g精盐：3g鸡精：2g大蒜：3g姜：3g花生油：5g葱：5g, 冬瓜：100g, 猪肉：60g, 玉米淀粉：10g, 生抽：5g, 绍兴黄酒：5g, 精盐：3g, 鸡精：2g, 大蒜：3g, 姜：3g, 花生油：5g, 葱：5g",191 kcal,13.31 g,9.05 g,13.84 g,30.41 μg RAE,0.00 μg,2.39 mg α-TE,0.00 μg,0.32 mg,0.07 mg,0.02 mg,0.00 μg,3.63 mg,16.92 μg,17.38 mg,0.38 μg,,1915.74 mg,288.64 mg,30.10 mg,2.86 mg,2.04 mg,25.95 mg,138.98 mg,6.09 μg,3.57 μg,0.11 mg,0.24 mg
8693,丝瓜烩豆腐,"丝瓜：100g豆腐：60g豆油：5g精盐：0.5g味精：1g酱油：1g淀粉：2g大葱：3g, 丝瓜：100g, 豆腐：60g, 豆油：5g, 精盐：0.5g, 味精：1g, 酱油：1g, 淀粉：2g, 大葱：3g",129 kcal,5.23 g,8.69 g,8.52 g,13.15 μg RAE,,8.16 mg α-TE,,0.06 mg,0.05 mg,0.14 mg,0.00 μg,0.36 mg,24.30 μg,4.09 mg,5.26 μg,10.98 mg,342.81 mg,220.97 mg,42.87 mg,1.29 mg,0.55 mg,109.55 mg,82.58 mg,0.98 μg,23.56 μg,0.08 mg,0.14 mg
8694,丝瓜滑蛋,"丝瓜：100g鸡蛋：60g豆油：5g精盐：0.5g味精：1g大葱：3g, 丝瓜：100g, 鸡蛋：60g, 豆油：5g, 精盐：0.5g, 味精：1g, 大葱：3g",152 kcal,9.61 g,10.37 g,5.88 g,166.15 μg RAE,,5.41 mg α-TE,,0.07 mg,0.16 mg,0.11 mg,0.00 μg,0.46 mg,76.69 μg,4.09 mg,7.06 μg,150.00 mg,361.28 mg,216.96 mg,25.71 mg,1.40 mg,0.81 mg,74.25 mg,112.14 mg,8.61 μg,14.90 μg,0.17 mg,0.13 mg
8695,香浓南瓜小米粥,"南瓜[倭瓜，番瓜]：35g小米：25g饮用水(农夫山泉牌)：100g, 南瓜[倭瓜，番瓜]：35g, 小米：25g, 饮用水(农夫山泉牌)：100g",98 kcal,2.50 g,0.82 g,20.64 g,27.90 μg RAE,0.00 μg,1.04 mg α-TE,0.00 μg,0.09 mg,0.04 mg,0.00 mg,0.00 μg,0.52 mg,11.22 μg,2.80 mg,2.15 μg,12.65 mg,5.46 mg,123.75 mg,30.55 mg,1.42 mg,0.56 mg,20.85 mg,65.65 mg,1.35 μg,0.45 μg,0.15 mg,0.25 mg
8696,黄瓜番茄炒鸡蛋,"黄瓜：50g番茄：50g鸡蛋：60g豆油：5g精盐：0.5g味精：1g, 黄瓜：50g, 番茄：50g, 鸡蛋：60g, 豆油：5g, 精盐：0.5g, 味精：1g",147 kcal,9.11 g,10.36 g,4.81 g,172.50 μg RAE,,5.79 mg α-TE,,0.07 mg,0.15 mg,0.03 mg,0.00 μg,0.47 mg,76.68 μg,11.50 mg,6.79 μg,156.35 mg,364.61 mg,233.16 mg,19.73 mg,1.43 mg,0.73 mg,49.36 mg,102.39 mg,8.59 μg,14.35 μg,0.17 mg,0.11 mg
8697,香脆拍黄瓜,"黄瓜：150g豆油：5g精盐：0.5g白砂糖：1g醋：2g辣椒酱：1g, 黄瓜：150g, 豆油：5g, 精盐：0.5g, 白砂糖：1g, 醋：2g, 辣椒酱：1g",74 kcal,1.25 g,5.34 g,5.48 g,13.32 μg RAE,,5.42 mg α-TE,,0.03 mg,0.05 mg,,,0.34 mg,13.65 μg,13.50 mg,,9.00 mg,289.68 mg,162.51 mg,23.86 mg,1.03 mg,0.35 mg,38.47 mg,38.65 mg,0.64 μg,1.54 μg,0.09 mg,0.17 mg
8698,青瓜鸡丁,"黄瓜：50g鸡胸脯肉：50g酱油：1g黄酒：2g淀粉：2g白砂糖：1g豆油：5g精盐：0.5g, 黄瓜：50g, 鸡胸脯肉：50g, 酱油：1g, 黄酒：2g, 淀粉：2g, 白砂糖：1g, 豆油：5g, 精盐：0.5g",125 kcal,12.79 g,6.05 g,4.49 g,5.50 μg RAE,0.00 μg,5.11 mg α-TE,0.00 μg,0.05 mg,0.05 mg,0.25 mg,0.00 μg,6.11 mg,5.01 μg,4.50 mg,0.75 μg,9.90 mg,280.33 mg,222.30 mg,23.55 mg,1.01 mg,0.29 mg,15.38 mg,100.69 mg,6.10 μg,2.12 μg,0.05 mg,0.08 mg
8699,青瓜白肉,"黄瓜：50g猪肉：30g精盐：0.5g酱油：1g醋：2g, 黄瓜：50g, 猪肉：30g, 精盐：0.5g, 酱油：1g, 醋：2g",109 kcal,5.03 g,9.14 g,1.65 g,8.50 μg RAE,,0.45 mg α-TE,,0.10 mg,0.06 mg,,,1.38 mg,7.82 μg,4.50 mg,1.32 μg,3.00 mg,278.86 mg,126.86 mg,14.13 mg,0.86 mg,0.66 mg,14.91 mg,52.26 mg,2.63 μg,0.56 μg,0.07 mg,0.11 mg
8700,松花蛋拌黄瓜,"黄瓜：100g松花蛋：60g豆油：5g白砂糖：1g醋：2g大蒜：2g生抽：1g, 黄瓜：100g, 松花蛋：60g, 豆油：5g, 白砂糖：1g, 醋：2g, 大蒜：2g, 生抽：1g",172 kcal,9.50 g,11.63 g,7.25 g,137.06 μg RAE,,6.99 mg α-TE,,0.06 mg,0.14 mg,,,0.31 mg,17.35 μg,9.14 mg,0.03 μg,6.00 mg,400.25 mg,209.88 mg,23.95 mg,2.76 mg,1.17 mg,63.93 mg,128.28 mg,15.64 μg,5.13 μg,0.13 mg,0.19 mg
8701,特色凉拌黄瓜,"黄瓜：100g番茄：50g柠檬：5g辣椒：2g香菜：1g精盐：0.5g白砂糖：1g, 黄瓜：100g, 番茄：50g, 柠檬：5g, 辣椒：2g, 香菜：1g, 精盐：0.5g, 白砂糖：1g",31 kcal,1.36 g,0.37 g,6.10 g,26.79 μg RAE,,0.78 mg α-TE,,0.03 mg,0.04 mg,0.03 mg,0.00 μg,0.52 mg,16.13 μg,20.46 mg,1.15 μg,9.35 mg,206.91 mg,209.23 mg,23.54 mg,0.72 mg,0.28 mg,33.11 mg,39.57 mg,0.47 μg,1.40 μg,0.08 mg,0.09 mg
8702,竹笋炒黄瓜,"竹笋：50g黄瓜：50g精盐：0.5g鸡精：0.5g生抽：1g豆油：3g五香豆豉：2g, 竹笋：50g, 黄瓜：50g, 精盐：0.5g, 鸡精：0.5g, 生抽：1g, 豆油：3g, 五香豆豉：2g",53 kcal,2.28 g,3.27 g,4.20 g,4.00 μg RAE,,3.88 mg α-TE,,0.05 mg,0.06 mg,,,0.42 mg,6.27 μg,7.00 mg,0.03 μg,3.00 mg,362.81 mg,263.82 mg,12.44 mg,0.68 mg,0.34 mg,17.78 mg,45.99 mg,0.33 μg,0.64 μg,0.10 mg,0.67 mg
8703,青瓜炒鸡肉,"黄瓜：100g鸡胸脯肉：25g大蒜：2g大葱：3g豆油：3g, 黄瓜：100g, 鸡胸脯肉：25g, 大蒜：2g, 大葱：3g, 豆油：3g",77 kcal,7.09 g,3.69 g,3.77 g,8.96 μg RAE,,3.40 mg α-TE,,0.04 mg,0.05 mg,0.13 mg,0.00 μg,3.22 mg,9.69 μg,9.23 mg,0.40 μg,9.45 mg,16.91 mg,194.68 mg,22.99 mg,0.85 mg,0.31 mg,27.31 mg,69.80 mg,3.39 μg,1.80 μg,0.05 mg,0.09 mg
8704,角瓜炒鸡肉,"西葫芦：100g鸡胸脯肉：50g豆油：5g精盐：2g, 西葫芦：100g, 鸡胸脯肉：50g, 豆油：5g, 精盐：2g",123 kcal,13.10 g,6.15 g,4.10 g,4.50 μg RAE,,5.20 mg α-TE,,0.05 mg,0.06 mg,0.25 mg,,6.18 mg,7.55 μg,6.00 mg,0.75 μg,6.90 mg,813.87 mg,258.93 mg,23.19 mg,0.92 mg,0.30 mg,16.59 mg,102.35 mg,6.18 μg,2.40 μg,0.05 mg,0.08 mg
8705,蒜香西葫芦炒番茄,"西葫芦：50g番茄：50g大蒜：10g豆油：5g精盐：2g白砂糖：1g, 西葫芦：50g, 番茄：50g, 大蒜：10g, 豆油：5g, 精盐：2g, 白砂糖：1g",79 kcal,1.30 g,5.22 g,7.31 g,17.30 μg RAE,,5.14 mg α-TE,,0.02 mg,0.04 mg,0.03 mg,0.00 μg,0.41 mg,7.75 μg,10.70 mg,1.15 μg,3.35 mg,795.78 mg,166.18 mg,12.82 mg,0.50 mg,0.26 mg,14.69 mg,32.63 mg,0.47 μg,0.75 μg,0.07 mg,0.11 mg
8706,酸辣小瓜,"西葫芦：150g豆油：5g精盐：2g辣椒：5g醋：2g, 西葫芦：150g, 豆油：5g, 精盐：2g, 辣椒：5g, 醋：2g",76 kcal,1.31 g,5.33 g,6.25 g,10.30 μg RAE,,5.18 mg α-TE,,0.02 mg,0.05 mg,,,0.37 mg,14.27 μg,16.20 mg,,,799.34 mg,156.55 mg,14.75 mg,0.76 mg,0.28 mg,25.78 mg,32.52 mg,0.59 μg,1.24 μg,0.07 mg,0.16 mg
8707,老黄瓜炒土豆,"黄瓜：50g马铃薯：50g辣椒：1g精盐：0.5g醋：2g鸡精：0.5g大蒜：2g豆油：5g, 黄瓜：50g, 马铃薯：50g, 辣椒：1g, 精盐：0.5g, 醋：2g, 鸡精：0.5g, 大蒜：2g, 豆油：5g",102 kcal,2.03 g,5.34 g,11.73 g,7.37 μg RAE,,5.37 mg α-TE,,0.06 mg,0.04 mg,0.14 mg,0.00 μg,0.79 mg,13.15 μg,11.64 mg,2.51 μg,3.00 mg,302.72 mg,248.13 mg,22.05 mg,0.78 mg,0.35 mg,18.94 mg,42.94 mg,0.58 μg,1.33 μg,0.10 mg,0.18 mg
8708,冬瓜烧鸭肉,"冬瓜：100g鸭胸脯肉：25g洋葱：10g豆油：5g精盐：0.5g黄酒：2g大蒜：2g鸡精：0.5g葱：2g, 冬瓜：100g, 鸭胸脯肉：25g, 洋葱：10g, 豆油：5g, 精盐：0.5g, 黄酒：2g, 大蒜：2g, 鸡精：0.5g, 葱：2g",88 kcal,4.36 g,5.62 g,5.11 g,1.66 μg RAE,0.00 μg,5.23 mg α-TE,0.00 μg,0.00 mg,0.02 mg,0.02 mg,0.00 μg,1.33 mg,11.53 μg,17.36 mg,0.20 μg,0.61 mg,310.12 mg,113.28 mg,18.75 mg,1.37 mg,0.50 mg,19.74 mg,40.36 mg,3.38 μg,1.95 μg,0.10 mg,0.07 mg
8709,冬瓜汆肉丸,"冬瓜：50g猪肉：30g饮用水：120g姜：2g大葱：3g香菜：1g精盐：0.5g生抽：1g, 冬瓜：50g, 猪肉：30g, 饮用水：120g, 姜：2g, 大葱：3g, 香菜：1g, 精盐：0.5g, 生抽：1g",49 kcal,6.37 g,1.98 g,1.95 g,14.32 μg RAE,0.00 μg,0.13 mg α-TE,0.00 μg,0.16 mg,0.03 mg,0.01 mg,0.00 μg,1.76 mg,9.31 μg,8.61 mg,0.15 μg,,284.78 mg,135.11 mg,15.29 mg,1.06 mg,1.01 mg,17.15 mg,64.25 mg,2.90 μg,1.57 μg,0.04 mg,0.10 mg
8710,家常醋溜西葫芦,"西葫芦：150g甜椒：10g豆油：5g精盐：0.5g鸡精：0.5g醋：2g, 西葫芦：150g, 甜椒：10g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 醋：2g",77 kcal,1.39 g,5.34 g,6.34 g,5.10 μg RAE,,5.20 mg α-TE,,0.02 mg,0.05 mg,0.01 mg,0.00 μg,0.37 mg,11.95 μg,22.00 mg,0.12 μg,,303.87 mg,145.68 mg,13.93 mg,0.69 mg,0.26 mg,23.64 mg,28.10 mg,0.53 μg,1.48 μg,0.06 mg,0.14 mg
8711,素炒西葫芦,"西葫芦：150g豆油：5g精盐：0.5g大蒜：2g, 西葫芦：150g, 豆油：5g, 精盐：0.5g, 大蒜：2g",76 kcal,1.29 g,5.30 g,6.25 g,4.56 μg RAE,,5.18 mg α-TE,,0.02 mg,0.05 mg,,,0.31 mg,10.80 μg,9.14 mg,,,204.70 mg,144.26 mg,14.08 mg,0.58 mg,0.25 mg,24.04 mg,28.19 mg,0.49 μg,1.20 μg,0.06 mg,0.09 mg
